MouseSymbol,mouseUPID
Or5p64,Q8VG02
Or5p66,Q8VFD2
Or5p67,Q8VFD1
Or5p68,Q8VEW5
Or5p69,A0PK54
Or5p70,Q8VF12
Or5p72,Q8VG08
Or5p73,A0A0R4J0X9
Or5p76,Q8VG09
Or5p78,Q7TRU6
Or5p79,Q8VG13
Or5p81,Q8VEW6
Or5p57,Q8VEZ0
Or5p80,A1L3R2
Or5t17,Q8VES2
Or5t9,Q0VAY0
Or5t15,A3KPP7
Or5t16,Q7TR59
Or5t18,Q60880
Or5t7,Q8VFL9
Or5t5,Q8VF14
Or5v1,A2RT31
Or5v1b,Q7TRK1
Or5w11,Q7TR45
Or5w22,Q7TR48
Or5w8,Q8VFQ8
Or8w1,Q8VG97
Or6a2,Q9QWU6
Or6b1,A0A0N4SVD5
Or6b2,Q8VGU4
Or6b2b,Q7TQS4
Or6b3,Q8VGU5
Or6c1,Q8VGJ2
Or6c1b,Q8VFH8
Or6c2,Q8VGJ0
Or6c2b,Q8K501
Or6c3,Q8VFI0
Or6c3b,Q8VFI3
Or6c6,Q7TRI2
Or6c6b,E9PUS9
Or6c6c,Q9ESF9
Or6c65,Q8VGI8
Or6c69c,Q8VFU1
Or6c209,Q8VGI7
Or6c35,Q8VFZ8
Or6c68,Q8VEU0
Or6c217,Q8VFU0
Or6c69b,Q8VFH9
Or6c70,Q7TRH4
Or6c74,Q8VG45
Or6c75,Q8VGJ3
Or6c66,Q7TRH8
Or6c66b,Q7TRH9
Or6c76,Q8VEX8
Or6c76b,Q7TRH5
Or6f1,Q8VFP2
Or6k2,E9Q4G0
Or6k4,Q8VFZ1
Or6k6,E9Q0M4
Or6n1,Q8VFZ2
Or6n2,Q3B889
Or6p1,Q8VG29
Or6s1,E9Q0Z1
Or6x1,Q8VFN6
Or6y1,E9Q050
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7a35,Q925E9
Or7a36,Q8VGX5
Or7a37,Q8VGU8
Or7a40,A2RSZ3
Or7a41,Q9Z1U3
Or7c70,Q7TQU8
Or7d10,Q8VEY9
Or7d11,A0A1D5RM81
Or7d9,Q8VG88
Or7e173,Q8VFI7
Or7e174,Q8VFI8
Or7e175,A0A2I3BRV7
Or7e176,Q8VFI9
Or7e177,Q8VFJ0
Or7e178,Q0VAX9
Or7g16,Q8VFM8
Or7g17,Q8VGX1
Or7g18,Q8VFJ5
Or7g20,Q7TRG7
Or7g21,Q8VFJ3
Or7g22,Q8VFJ4
Or7g25,Q7TRG4
Or7g26,Q7TRG3
Or7g27,Q7TRG2
Or7g28,Q8VET8
Or7g29,Q8VFF4
Or7g30,Q8VFF6
Or7g31,Q8VFF2
Or7g32,Q7TRG0
Or7g33,Q8VGG6
Or7g34,Q8VFF1
Or7g35,Q7TRF8
Or7g16,Q8VFM8
Or7g17,Q8VGX1
Or7g18,Q8VFJ5
Or7g20,Q7TRG7
Or7g21,Q8VFJ3
Or7g22,Q8VFJ4
Or7g25,Q7TRG4
Or7g26,Q7TRG3
Or7g27,Q7TRG2
Or7g28,Q8VET8
Or7g29,Q8VFF4
Or7g30,Q8VFF6
Or7g31,Q8VFF2
Or7g32,Q7TRG0
Or7g33,Q8VGG6
Or7g34,Q8VFF1
Or7g35,Q7TRF8
Or7g12,Q7TRG8
Or7g19,Q7TRG9
Or8a1,Q60893
Or8a1b,Q8VGE3
Or8b12,Q7TRE6
Or8b12b,Q8VG17
Or8b12c,Q9EQA7
Or8b3,Q60886
Or8b3b,Q7TRC2
Or8b3,Q60886
Or8b3b,Q7TRC2
Or8b4,Q9EQA9
Or8b8,Q60882
Or8d1,Q7TRB7
Or8d1b,Q9EQA0
Or8d23,Q9EQ99
Or8d2,Q7TRB8
Or8d2b,Q9EQ98
Or8d4,Q8VGB4
Or8g18,P34983
Or8g19,Q9EQ90
Or8g20,Q9Z1V5
Or8g23,Q9EQB4
Or8g26,Q9EQ92
Or8g28,Q9EQB5
Or8g30,Q9EQ95
Or8g32,Q9EQ94
Or8g34,Q9EQB6
Or8g4,Q7TRA6
Or8g2,Q8VFN5
Or8g2b,Q9EQ96
Or8g2,Q8VFN5
Or8g2b,Q9EQ96
Or8g17,Q60884
Or8g21,Q8VG16
Or8g22,J3KMV2
Or8h10,Q8VFM1
Or8h6,A0A1L1SUP2
Or8h7,Q8VGA2
Or8h8,Q2HJC3
Or8h9,Q8VG37
Or8h10,Q8VFM1
Or8h6,A0A1L1SUP2
Or8h7,Q8VGA2
Or8h8,Q2HJC3
Or8h9,Q8VG37
Or8h10,Q8VFM1
Or8h6,A0A1L1SUP2
Or8h7,Q8VGA2
Or8h8,Q2HJC3
Or8h9,Q8VG37
Or8i2,A2AVB5
Or8j3,Q7TR80
Or8j3b,Q7TR75
Or8j3c,Q7TR71
Or8j3,Q7TR80
Or8j3b,Q7TR75
Or8j3c,Q7TR71
Or8j3,Q7TR80
Or8j3b,Q7TR75
Or8j3c,Q7TR71
Or8k1,Q7TR79
Or8k22,Q8VGS7
Or8k24,Q7TR74
Or8k25,Q7TR72
Or8k27,Q9ESG1
Or8k28,A2AK62
Or8k3,Q8VGS0
Or8k30,A2AK60
Or8k32,Q8VF52
Or8k33,Q7TR67
Or8k35,A0A1L1SUC9
Or8k37,A0A1L1STZ9
Or8k38,Q7TR64
Or8k39,A0A1L1SRK6
Or8k3b,Q7TR63
Or8k40,Q8VGA6
Or8k41,A0A1L1SR98
Or8k16,Q8VGC7
Or8k17,Q8VGS2
Or8k18,A2ARZ0
Or8k20,Q7TR76
Or8k21,L7MU59
Or8s16,Q7TS17
Or8s2,Q8VGU2
Or8s5,Q8VET7
Or8u8,Q9Z1U7
Or8u9,Q2M2P8
Or8u3-ps,A0A1L1SUX9
Or8u8,Q9Z1U7
Or8u9,Q2M2P8
Or8u8,Q9Z1U7
Or8u9,Q2M2P8
Or9a7,Q8VF30
Or9a2,Q924H8
Or9a4,Q8VF31
Or9g19,Q7TR96
Or9g20,A2ASV2
Or9g8,Q7TR95
Or9g4,A2ALD2
Or9g4b,Q8VFK0
Or9g19,Q7TR96
Or9g20,A2ASV2
Or9g8,Q7TR95
Or9i1,Q8VG66
Or9i14,Q8VG65
Or9i1b,Q7TQQ2
Or9k2,Q8VFU7
Or9k2b,Q8VFU6
Or9q1,Q812G1
Or9q2,Q8VG11
Orai1,Q8BWG9
Orai2,Q8BH10
Orai3,D3Z6X8
Orc1,Q9Z1N2
Orc2,Q59IX1
Orc3,Q9JK30
Orc4,O88708
Orc5,Q9WUV0
Orc6,Q66JV6
Orm1,Q91X23
Orm2,P07361
Orm3,J3JRU4
Orm1,Q91X23
Orm2,P07361
Orm3,J3JRU4
Ormdl1,Q921I0
Ormdl2,Q9CQZ0
Ormdl3,Q9CPZ6
Os9,Q922S5
Osbp,Q3B7Z2
Osbp2,Q5QNQ6
Osbpl10,S4R1M9
Osbpl11,G5E8A0
Osbpl1a,Q91XL9
Osbpl2,Q8BX94
Osbpl3,Q9DBS9
Osbpl5,Q9ER64
Osbpl6,Q8BXR9
Osbpl7,Q5U471
Osbpl8,B9EJ86
Osbpl9,A2A8Z1
Oscar,Q8VBT3
Oscp1,Q8BHW2
Oser1,Q9D722
Osgep,Q8BWU5
Osgepl1,Q6PEB4
Osgin1,Q9CVY9
Osgin2,Q91Z13
Osm,P53347
Osmr,O70458
Osr1,A0A1W2P7S2
Osr2,Q91ZD1
Ost4,Q99LX8
Ostc,Q78XF5
Ostf1,Q62422
Ostm1,D3Z790
Ostn,P61364
Otc,Q8R1A8
Otoa,Q3TZF3
Otof,Q9ESF1
Otog,O55225
Otogl,F7A4A7
Otol1,Q4ZJM7
Otop1,Q80VM9
Otop2,Q80SX5
Otop3,Q80UF9
Otor,Q548U4
Otos,Q497Y7
Otp,O09113
Otub1,Q7TQI3
Otub2,Q9CQX0
Otud1,Q9CUB6
Otud3,Q9CXR2
Otud4,B2RRE7
Otud5,Q3U2S4
Otud6a,Q6IE21
Otud6b,Q8K2H2
Otud7a,H3BKW8
Otud7b,B2RUR8
Otulin,Q3UCV8
Otulinl,Q3TVP5
Otx1,Q5SS54
Otx2,Q8VD35
Ovca2,Q9D7E3
Ovch2,Q7M761
Ovgp1,Q99MJ5
Ovol1,Q9WTJ2
Ovol2,Q8CIV7
Ovol3,D3YYM0
Oxa1l,Q8BGA9
Oxct1,Q9D0K2
Oxct2a,Q9JJN4
Oxct2b,Q9ESL0
Oxgr1,Q6IYF8
Oxld1,H3BK04
Oxnad1,Q8VE38
Oxr1,Q4KMM3
Oxsm,Q148P2
Oxsr1,Q6P9R2
Oxt,Q545V4
Oxtr,P97926
P2rx1,P51576
P2rx2,Q8K3P1
P2rx3,Q3UR32
P2rx4,D3Z5U5
P2rx5,U3LZP7
P2rx6,O54803
P2rx7,Q8CHP4
P2ry1,Q8BMJ5
P2ry10,Q8BFU7
P2ry12,Q8BZV8
P2ry13,Q9D8I2
P2ry14,Q544F4
P2ry2,P35383
P2ry4,Q0VBT7
P2ry6,Q3UQ86
P3h1,Q3V1T4
P3h2,Q8CG71
P3h3,Q8CG70
P3h4,Q8C112
P3r3urf,B1AUF7
P4ha1,Q60715
P4ha2,Q60716
P4ha3,Q6W3F0
P4hb,P09103
P4htm,Q8BG58
Pa2g4,Q3TGU7
Pabir1,Q9DB52
Pabir2,Q6NZE7
Pabir3,Q9D5J5
Pabpc1,P29341
Pabpc1l,B2RXY9
Pabpc1,P29341
Pabpc4,V9GXG3
Pabpc4l,G5E8X2
Pabpc5,Q8C7D3
Pabpn1,Q8CCS6
Pabpn1l,Q5XFR0
Pacc1,Q9CZV9
Pacrg,Q9DAK2
Pacrgl,Q9D3X5
Pacs1,Q8K212
Pacs2,Q3V3Q7
Pacsin1,Q543Y7
Pacsin2,Q8BNK9
Pacsin3,Q99JB8
Padi1,Q544I4
Padi2,Q08642
Padi3,Q9Z184
Padi4,Q9Z183
Padi6,Q8K3V4
Paf1,Q8K2T8
Pafah1b1,P63005
Pafah1b2,Q61206
Pafah1b3,Q8CA83
Pafah2,Q8VDG7
Pag1,Q3U1F9
Pagr1a,G3UZB0
Pah,P16331
Paics,Q9DCL9
Paip1,Q8VE62
Paip2,Q9D6V8
Paip2b,Q91W45
Pak1,S4R2K7
Pak1ip1,Q9DCE5
Pak2,Q8K0Z3
Pak3,Q61036
Pak4,Q8BTW9
Pak5,Q8C015
Pak6,Q3ULB5
Palb2,Q3U0P1
Pald1,P70261
Palld,Q9ET54
Palm,Q9Z0P4
Pakap,Q9Z107
Palm3,A2TJV2
Palmd,Q9JHU2
Pals1,B2RRY4
Pals2,Q9JLB0
Pam,P97467
Pam16,Q9CQV1
Pam16l,A0A1L1SQA2
Pamr1,Q8BU25
Pan2,Q8BGF7
Pan3,Q640Q5
Pank1,Q8K4K6
Pank2,Q7M753
Pank3,Q7M752
Pank4,Q80YV4
Pantr1,Q8BTB3
Panx1,Q9JIP4
Panx2,Q6IMP4
Panx3,Q8CEG0
Paox,Q8C0L6
Papln,Q9EPX2
Papola,Q61183
Papolb,Q9WVP6
Papolg,Q6PCL9
Pappa,Q8R4K8
Pappa2,Q8BJG6
Papss1,Q60967
Papss2,O88428
Paqr3,Q3UEZ4
Paqr4,Q9JJE4
Paqr5,Q9DCU0
Paqr6,Q6TCG5
Paqr7,Q80ZE4
Paqr8,Q80ZE5
Paqr9,Q6TCG2
Paral1,Q8K1Z3
Pard3,Q99NH2
Pard3b,Q9CSB4
Pard6a,Q9Z101
Pard6b,Q9JK83
Pard6g,Q8CFJ8
Parg,E9Q088
Park7,Q99LX0
Parl,Q5XJY4
Parm1,Q923D3
Parn,Q8VDG3
Parp1,P11103
Parp10,Q8CIE4
Parp11,Q8CFF0
Parp12,Q8BZ20
Parp14,Q2EMV9
Parp16,Q7TMM8
Parp2,O88554
Parp3,Q3ULW8
Parp4,E9PYK3
Parp6,Q6P6P7
Parp8,Q3UD82
Parp9,Q8CAS9
Parpbp,Q6IRT3
Pars2,Q8CFI5
Parva,Q9EPC1
Parvb,Q3UGT9
Parvg,Q9ERD8
Gm1141,Q3V0L1
Pask,Q8CEE6
Pate1,E9Q658
Pate2,Q3UW31
Pate3,B3GLJ3
Pate4,Q09098
Patj,Q63ZW7
Patl1,Q3TC46
Patl2,A2ARM1
Patz1,Q9JMG9
Pawr,Q925B0
Pax1,P09084
Pax2,P32114
Pax3,P24610
Pax4,P32115
Pax5,V9GXS5
Pax6,P63015
Pax7,P47239
Pax8,Q00288
Pax9,Q8BS81
Paxbp1,P58501
Paxip1,Q6NZQ4
Paxx,Q8K0Y7
Pbdc1,Q9D0B6
Pbk,Q9JJ78
Pbld1,Q9DCG6
Pbld2,Q9CXN7
Pbrm1,Q9D7L7
Pbx1,Q99LS8
Pbx2,V9GXB8
Pbx3,O35317
Pbx4,Q99NE9
Pbxip1,Q3TVI8
Pcx,Q8BP54
Pcare,Q6PAC4
Pcbd1,P61458
Pcbd2,A0A0R4J1R7
Pcbp1,P60335
Pcbp2,Q61990
Pcbp3,P57722
Pcbp4,P57724
Pcca,Q91ZA3
Pccb,Q99MN9
Pcdh1,Q9CVI3
Pcdh10,Q9Z1B1
Pcdh11x,Q8CH63
Pcdh11x,Q8CH63
Pcdh12,O55134
Pcdh15,Q99PJ1
Pcdh17,Q5HZI5
Pcdh18,Q8VHR0
Pcdh19,Q80TF3
Pcdh20,Q8BIZ0
Pcdh7,Q8CA35
Pcdh8,Q7TSK3
Pcdh9,Q8C421
Pcdha1,Q91Y21
Pcdha9,O88195
Pcdha11,Q91Y19
Pcdha10,O88190
Pcdha12,Q91Y18
Pcdha2,Q91Y17
Pcdha3,Q91Y16
Gm37013,Q8K491
Pcdha4,O88689
Pcdha5,Q91Y15
Pcdha6,Q91Y14
Pcdha7,Q66JL9
Pcdha6,Q91Y14
Pcdha8,Q91Y12
Pcdhac1,Q91Y10
Pcdhac2,Q91Y09
Pcdhb1,Q91Y08
Pcdhb18,Q499D8
Pcdhb19,Q925L2
Pcdhb21,Q91V48
Pcdhb19,Q925L2
Pcdhb21,Q91V48
Pcdhb16,Q91Y03
Pcdhb20,Q925L1
Pcdhb22,Q925L0
Pcdhb17,Q925L4
Pcdhb19,Q925L2
Pcdhb21,Q91V48
Pcdhb2,Q91Y00
Pcdhb3,Q925M6
Pcdhb5,Q91XZ5
Pcdhb7,Q925M2
Pcdhb9,Q91XZ1
Pcdhb10,Q91VE5
Pcdhb11,Q91UZ8
Pcdhb12,Q91Y07
Pcdhb4,Q91XZ6
Pcdhb6,Q8CCS3
Pcdhb8,A8E4K7
Pcdhb13,Q91Y06
Pcdhb15,Q91Y04
Pcdhb16,Q91Y03
Pcdhb18,Q499D8
Pcdhga1,Q91XZ0
Pcdhga10,Q91XY9
Pcdhga11,Q91XY8
Pcdhga12,Q9Z1B0
Pcdhga2,Q91XY6
Pcdhga3,Q91XY5
Pcdhga4,Q91XY4
Pcdhga5,Q91XY3
Pcdhga6,Q91XY2
Pcdhga7,Q91XY1
Pcdhga8,Q91XY0
Pcdhga9,Q91XX9
Pcdhgb1,Q91XX8
Pcdhgb2,Q91XX7
Pcdhgb8,Q91XX2
Pcdhgb4,Q91XX6
Pcdhgb5,Q91XX5
Pcdhgb6,Q91XX4
Pcdhgb7,Q91XX3
Pcdhgb8,Q91XX2
Pcdhgc3,Q91XX1
Pcdhgc4,Q91XX0
Pcdhgc5,Q91XW9
Pced1a,Q6P1Z5
Pced1b,Q8BGX1
Pcf11,Q99KH9
Pcgf1,H3BLR0
Pcgf2,B1AR14
Pcgf3,Q8BTQ0
Pcgf5,Q3UK78
Pcgf6,Q3V1H7
Pcid2,Q8BFV2
Pcif1,Q8BY58
Pck1,Q9Z2V4
Pck2,Q8BH04
Pclaf,Q9CQX4
Pclo,Q9QYX7
Pcm1,Q9R0L6
Pcmt1,P23506
Pcmtd1,S4R2K3
Pcmtd2,Q8BHD8
Pcna,Q9CZD6
Pcnp,Q3UCC5
Pcnt,P48725
Pcnx,Q9QYC1
Pcnx2,Q5DU28
Pcnx3,Q5DTP9
Pcnx4,Q3UVY5
Pcolce,D3YWH0
Pcolce2,Q8R4W6
Pcp2,P12660
Pcp4,P63054
Pcp4l1,Q6W8Q3
Pcsk1,P63240
Pcsk1n,Q9QXV0
Pcsk2,P21661
Pcsk4,P29121
Pcsk5,Q04592
Pcsk6,Q99LE4
Pcsk7,Q61139
Pcsk9,Q80W65
Pctp,P53808
Pcyox1,Q9CQF9
Pcyox1l,A0A0A6YY26
Pcyt1a,P49586
Pcyt1b,Q811Q9
Pcyt2,Q922E4
Pdap1,Q3UHX2
Pdc,A0A087WS02
Pdcd1,Q544F3
Pdcd10,Q8VE70
Pdcd11,Q6NS46
Pdcd1lg2,Q3U304
Pdcd2,P46718
Pdcd2l,Q8C5N5
Pdcd4,Q61823
Pdcd5,Q564F6
Pdcd6,P12815
Pdcd6ip,Q9WU78
Pdcd7,Q9WTY1
Pdcl,Q9DBX2
Pdcl2,Q78Y63
Pdcl3,Q8BVF2
Pde10a,Q8CA95
Pde11a,P0C1Q2
Pde12,Q3TIU4
Pde1a,Q61481
Pde1b,Q01065
Pde1c,Q64338
Pde2a,Q922S4
Pde3a,Q8BRU7
Pde3b,Q61409
Pde4a,O89084
Pde4b,Q9QXI7
Pde4c,Q3UEI1
Pde4d,Q01063
Pde4dip,Q3UR03
Pde5a,Q8CG03
Pde6a,P27664
Pde6b,P23440
Pde6c,Q91ZQ1
Pde6d,Q3URU9
Pde6g,Q542R6
Pde6h,P61249
Pde7a,P70453
Pde7b,Q9QXQ1
Pde8a,O88502
Pde8b,Q8CFW8
Pde9a,Q8BSU4
Pdf,S4R2R8
Pdgfa,Q9CU96
Pdgfb,P31240
Pdgfc,Q8CI19
Pdgfd,Q925I7
Pdgfra,P26618
Pdgfrb,P05622
Pdgfrl,Q6PE55
Pdha1,Q3UFJ3
Pdha2,P35487
Pdhb,Q9D051
Pdhx,A2AWH8
Pdia2,D3Z6P0
Pdia3,P27773
Pdia4,P08003
Pdia5,Q9CSM8
Pdia6,Q922R8
Pdik1l,Q8QZR7
Pdilt,A0A140LI41
Pdk1,Q8BFP9
Pdk2,Q9JK42
Pdk3,Q922H2
Pdk4,Q544J2
Pdlim1,O70400
Pdlim2,Q3UUU5
Pdlim3,A0A1B0GSX6
Pdlim4,P70271
Pdlim5,Q8CI51
Pdlim7,Q3TJD7
Pdp1,Q05BF9
Pdp2,Q5DTY5
Pdpk1,Q9Z2A0
Pdpk1,Q9Z2A0
Pdpn,Q62011
Pdpr,Q7TSQ8
Pdrg1,Q3UKN2
Pds5a,Q6A026
Pds5b,Q4VA53
Pdss1,Q33DR2
Pdss2,Q33DR3
Pdx1,P52946
Pdxdc1,Q99K01
Pdxdc1,Q99K01
Pdxk,Q8K183
Pdxp,Q9JJ90
Pdyn,Q3UZW2
Pdzd11,Q9CZG9
Pdzd2,Q9D4Z1
Pdzd4,Q9QY39
Pdzd7,E9Q9W7
Pdzd8,B9EJ80
Pdzd9,Q9D9M4
Pdzk1,Q9JIL4
Pdzk1ip1,G3UW41
Pdzk1,Q9JIL4
Pdzph1,Q9D097
Pdzrn3,Q69ZS0
Pdzrn4,Q69Z24
Pea15a,Q62048
Peak1,Q69Z38
Pear1,Q8VIK5
Pbp2,Q8VIN1
Pebp1,P70296
Pebp4,Q9D9G2
Pecam1,Q08481
Pecr,Q99MZ7
Peds1,Q99LQ7
Ube2v1,Q9CZY3
Peds1,Q99LQ7
Ube2v1,Q9CZY3
Pef1,Q8BFY6
Peg10,Q7TN75
Peg3,Q3URU2
Peli1,Q8C669
Peli2,Q8BST6
Peli3,Q8BXR6
Pelo,Q80X73
Pelp1,Q9DBD5
Pemt,Q61907
Penk,P22005
Pepd,Q11136
Per1,O35973
Per2,O54943
Per3,O70361
Percc1,A0A286YDK6
Perm1,Q149B8
Perp,Q9JK95
Pes1,Q9EQ61
Pet100,A0A140LIT5
Pet117,P0DJF2
Pex1,Q5BL07
Pex10,B1AUE5
Pex11a,Q9Z211
Pex11b,Q9Z210
Pex11g,Q6P6M5
Pex12,Q5SWQ9
Pex13,Q9D0K1
Pex14,D6RH82
Pex16,Q91XC9
Pex19,Q8VCI5
Pex2,P55098
Pex26,Q8BGI5
Pex3,Q8C6F0
Pex5,O09012
Pex5l,Q8C437
Pex6,Q99LC9
Pex7,P97865
Pf4,Q6P8R3
Pf4,Q6P8R3
Pfas,Q5SUR0
Pfdn1,Q9CQF7
Pfdn2,O70591
Pfdn4,Q6P0X1
Pfdn5,Q9WU28
Pfdn6,Q792E4
Pfkfb1,P70266
Pfkfb2,P70265
Pfkfb3,A7UAK4
Pfkfb4,Q6DTY7
Pfkl,P12382
Pfkm,P47857
Pfkp,Q9WUA3
Pfn1,P62962
Pfn2,Q9JJV2
Pfn3,B0ZE73
Pfn4,Q6JEK6
Pga5,Q9D106
Pga5,Q9D106
Pga5,Q9D106
Pgam1,Q9DBJ1
Pgam2,Q5NCI4
Pgam1,Q9DBJ1
Pgam5,Q8BX10
Pgap1,Q3UUQ7
Pgap2,D3YYE3
Pgap3,A2A559
Pgap4,Q91YV9
Pgap6,Q9ESN3
Pgbd1,Q5FWH8
Pgbd5,D3YZI9
Pgc,Q9D7R7
Pgd,Q9DCD0
Pgf,Q544A5
Pgghg,Q8BP56
Pggt1b,Q3V2C5
Pgk1,P09411
Pgk2,P09041
Pgls,Q9CQ60
Pglyrp1,O88593
Pglyrp2,Q8VCS0
Pglyrp3,A1A547
Pglyrp4,Q0VB07
Pgm1,Q9D0F9
Pgm2,Q7TSV4
Pgm2l1,Q3TPW7
Pgm3,Q9CYR6
Pgm5,Q8BVU7
Pgp,Q9CVY8
Pgpep1,A0A1B0GT82
Pgpep1l,E9QM76
Pgr,Q00175
Pgrmc1,O55022
Pgrmc2,Q80UU9
Pgs1,Q8BHF7
Phactr1,Q2M3X8
Phactr2,Q3UQ19
Phactr3,Q8BYK5
Phactr4,Q501J7
Phaf1,Q922R1
Phax,Q9JJT9
Phb,P67778
Phb2,O35129
Phc1,Q64028
Phc2,Q9QWH1
Phc3,Q8CHP6
Pheta1,A0A0G2JFV7
Pheta2,Q14B98
Phex,P70669
Phf1,Q9Z1B8
Phf10,Q9D8M7
Phf11a,Q8BVM9
Phf11b,B4XVQ1
Phf11c,B4XVP9
Phf11d,A6H5X4
Phf12,Q5SPL2
Phf13,Q8BVP9
Phf14,Q9D4H9
Phf19,A0A0J9YU15
Phf2,Q9WTU0
Phf20,Q8BLG0
Phf20l1,Q8CCJ9
Phf21a,Q6ZPK0
Phf21b,Q6NXL0
Phf23,Q8BSN5
Phf24,Q80TL4
Phf3,Q9CV03
Phf5a,P83870
Phf6,Q9D4J7
Phf7,Q9DAG9
Phf8,Q80TJ7
Phgdh,Q61753
Phgr1,Q8K0G7
Phip,Q8VDD9
Phka1,P18826
Phka2,Q8BWJ3
Phkb,Q80WB7
Phkg1,D3Z472
Phkg2,Q9DB30
Phlda1,Q62392
Phlda2,A0A140LIM7
Phlda3,Q9WV95
Phldb1,Q6PDH0
Phldb2,Q8K1N2
Phldb3,E9QAF4
Phlpp1,Q8CHE4
Phlpp2,Q8BXA7
Phospho1,Q8R2H9
Phospho2,Q9D9M5
Phox2a,Q62066
Phox2b,Q8C741
Phpt1,Q9DAK9
Phrf1,A6H619
Phtf1,Q9QZ09
Phtf2,Q8CB19
Phyh,O35386
Phyhd1,Q9DB26
Phyhip,E0CXJ1
Phyhipl,Q8BGT8
Phykpl,Q8R1K4
Pi15,Q8BS03
Pi16,Q9ET66
Pi4k2a,Q8CA38
Pi4k2b,Q8CBQ5
Pi4ka,E9Q3L2
Pi4kb,Q8BKC8
Pianp,Q6P1B3
Pias1,O88907
Pias2,Q8C5D8
Pias3,O54714
Pias4,Q9JM05
Pibf1,Q9D551
Picalm,Q7M6Y3
Pick1,Q62083
Pid1,Q3UBG2
Pidd1,Q9ERV7
Pierce1,Q9DAL8
Pierce2,V9GXK1
Piezo1,Q811I7
Piezo2,Q8CD54
Pif1,Q80SX8
Pifo,Q9D9W1
Piga,Q64323
Pigb,Q9JJQ0
Pigbos1,A0A5F8MPY0
Pigc,Q9CXR4
Pigf,Q8K338
Pigg,D3Z4I0
Pigh,Q8BMJ9
Pigk,Q9CXY9
Pigl,Q6ZQM6
Pigm,Q8C2R7
Pign,Q9R1S3
Pigo,Q9JJI6
Pigp,Q6P8Q9
Pigq,Q9QYT7
Pigr,D3Z2D3
Pigs,Q3V3K6
Pigt,Q8BXQ2
Pigu,Q8K358
Pigv,Q7TPN3
Pigw,Q8C398
Pigx,F7DFD7
Pigyl,Q9CQH2
Pigz,Q8BTP0
Pih1d1,Q9CQJ2
Pih1d2,Q8CHR9
Pik3ap1,Q9EQ32
Pik3c2a,Q61194
Pik3c2b,E9QAN8
Pik3c2g,O70167
Pik3c3,Q6PF93
Pik3ca,P42337
Pik3cb,Q8BTI9
Pik3cd,O35904
Pik3cg,Q9JHG7
Pik3ip1,Q7TMJ8
Pik3r1,P26450
Pik3r2,O08908
Pik3r3,B1AUG0
Pik3r4,Q8VD65
Pik3r5,Q5SW28
Pik3r6,Q3U6Q4
Pikfyve,Q9Z1T6
Pilra,Q2YFS3
Pilrb1,B7ZWH4
Pilrb2,A0A0G2JFZ6
Pilra,Q2YFS3
Pilrb1,B7ZWH4
Pilrb2,A0A0G2JFZ6
Pim1,P06803
Pim2,Q62070
Pim3,Q811X8
Pimreg,Q8BFY7
Pin1,Q9QUR7
Pin1rt1,Q3ULQ2
Pin4,Q9CWW6
Pink1,Q99MQ3
Pinlyp,Q9CQD7
Pinx1,Q9CZX5
Pip,P02816
Pip4k2a,Q9CZS7
Pip4k2b,Q80XI4
Pip4k2c,Q91XU3
Pip4p1,F8WHW3
Pip4p2,Q9CZX7
Pip5k1a,P70182
Pip5k1b,P70181
Pip5k1c,O70161
Pip5kl1,Q6U7H8
Pipox,Q9D826
Pir,Q9D711
Pirt,Q3UFA4
Pisd,Q8BSF4
Pithd1,Q8BWR2
Pitpna,Q5ND42
Pitpnb,Q8JZZ5
Pitpnc1,Q8K4R4
Pitpnm1,D3YXW5
Pitpnm2,Q6ZPQ6
Pitpnm3,Q3UHE1
Pitrm1,Q8K411
Pitx1,P70314
Pitx2,P97474
Pitx3,O35160
Piwil1,Q9JMB7
Piwil2,Q8CDG1
Piwil4,Q8CGT6
Pja1,O55176
Pja2,Q80U04
Pjvk,B0R0L9
Pkd1,O08852
Pkd1l1,Q8R526
Pkd1l2,Q9D977
Pkd1l3,Q2EG98
Pkd2,O35245
Pkd2l1,A2A259
Pkd2l2,Q9JLG4
Pkdcc,Q5RJI4
Pkdrej,Q8C0Z9
Pkhd1,Q8K3J6
Pkhd1l1,Q80ZA4
Pkia,P63248
Pkib,Q3TZU5
Pkig,Q3TP50
Pklr,Q3UEI4
Pkm,P52480
Pkmyt1,Q9ESG9
Pkn1,P70268
Pkn2,Q8BWW9
Pkn3,Q3UQS3
Pknox1,O70477
Pknox2,Q8BG99
Pkp1,P97350
