MouseSymbol,mouseUPID
Ntsr1,A2ACT4
Ntsr2,P70310
Nuak1,Q641K5
Nuak2,Q8BZN4
Nub1,P54729
Nubp1,Q9R060
Nubp2,A0A3Q4L320
Nubpl,Q9CWD8
Nucb1,Q02819
Nucb2,S4R2R9
Nucks1,Q80XU3
Nudc,O35685
Nudcd1,Q6PIP5
Nudcd2,Q9CQ48
Nudcd3,Q8R1N4
Nudt1,P53368
Nudt10,P0C027
Nudt11,P0C028
Nudt10,P0C027
Nudt11,P0C028
Nudt12,Q9DCN1
Nudt13,Q8JZU0
Nudt14,Q9D142
Nudt15,Q3TH44
Nudt16,Q6P3D0
Nudt16l1,Q8VHN8
Nudt16l2,Q9D9G6
Nudt17,Q9CWD3
Nudt18,Q3U2V3
Nudt19,P11930
Nudt2,P56380
Nudt21,Q9CQF3
Nudt22,Q9DD16
Nudt3,Q9JI46
Nudt4,Q8R2U6
Nudt4,Q8R2U6
Nudt5,Q9JKX6
Nudt6,Q8CH40
Nudt7,Q99P30
Nudt8,Q9CR24
Nudt9,Q8BVU5
Nuf2,Q99P69
Nufip1,Q9QXX8
Nufip2,Q5F2E7
Nuggc,D3YY21
Numa1,E9Q7G0
Numb,Q9QZS3
Numbl,O08919
Nup107,Q8BH74
Nup133,Q8R0G9
Nup153,Q8R2M9
Nup155,Q8BUA6
Nup160,Q9Z0W3
Nup188,Q6ZQH8
Nup205,Q9D6C1
Nup210,Q9QY81
Nup210l,A0A0G2JFZ8
Nup214,Q80U93
Nup35,Q8R4R6
Nup37,Q9CWU9
Nupl2,Q8CIC2
Nup43,P59235
Nup50,Q9JIH2
Nup50l,Q3V2K7
Nup54,Q8BTS4
Nup58,Q8R332
Nup62,Q63850
Nup62cl,Q497V0
Nup85,Q8R480
Nup88,Q8CEC0
Nup93,Q8BJ71
Nup98,Q6PFD9
Nupr1,Q9WTK0
Nupr1l,Q497P3
Nus1,Q99LJ8
Nusap1,Q9ERH4
Nutf2,P61971
Nutm1,Q8BHP2
Nutm2,Q3V0C3
Nutm2,Q3V0C3
Nutm2,Q3V0C3
Nutm2,Q3V0C3
Nutm2,Q3V0C3
Nutm2,Q3V0C3
Nvl,Q9DBY8
Nwd1,A6H603
Nwd2,Q6P5U7
Nxf1,Q99JX7
Nxf2,Q99NI0
Nxf7,Q99JG6
Nxf2,Q99NI0
Nxf7,Q99JG6
Nxf3,Q4ZGD9
Nxf2,Q99NI0
Nxf7,Q99JG6
Nxn,P97346
Nxnl1,Q8VC33
Nxnl2,Q9D531
Nxpe2,Q3U095
Nxpe3,B9EKK6
Nxpe4,Q52KP5
Nxph1,Q61200
Nxph2,Q61199
Nxph3,Q91VW1
Nxph4,Q8BTD1
Nxt1,Q9QZV9
Nxt2,Q3UNA4
Nyap1,Q6PFX7
Nyap2,Q8BM65
Nynrin,Q5DTZ0
Nyx,P83503
Oacyl,Q8BML2
Oaf,Q8QZR4
Oard1,Q8R5F3
Oas1a,P11928
Oas1b,Q60856
Oas1c,Q8K4B5
Oas1d,Q8VI95
Oas1e,Q8VI96
Oas1f,Q8K465
Oas1g,Q8K469
Oas1h,Q8VI97
Oas2,E9Q9A9
Oas3,Q8VI93
Oasl1,Q8VI94
Oasl2,Q9Z2F2
Oat,Q3UKT3
Oaz1,P54369
Oaz2,J3QPT5
Oaz3,Q9R109
Obi1,Q8K2Y0
Lcn4,Q24JQ8
Obp2a,Q8K1H9
Obp2b,A2BHR0
Lcn4,Q24JQ8
Obp2a,Q8K1H9
Obp2b,A2BHR0
Obscn,A2AAJ9
Obsl1,D3YYU8
Oc90,Q9Z0L3
Oca2,Q62052
Ocel1,Q8VCR9
Ociad1,Q9CRD0
Ociad2,A0A0J9YUI7
Ocln,Q61146
Ocm,P51879
Ocm,P51879
Ocrl,Q6NVF0
Ocstamp,Q9D611
Odad1,Q3UX62
Odad2,B2RY50
Odad3,Q8BSN3
Odad4,Q9D4B2
Odam,A1E960
Odaph,A0A075DD83
Odc1,P00860
Odf1,A6H656
Odf2,A3KGV1
Odf2l,Q9D478
Odf3,Q920N1
Odf3b,A0A5F8MPV5
Odf3l1,A0A1L1SQS6
Odf3l2,Q3TZ65
Odf4,Q8VI88
Odr4,Q4PJX1
Ofcc1,C3S7Q6
Ofd1,Q99JH6
Oga,Q9EQQ9
Ogdh,Q60597
Ogdhl,E9Q7L0
Ogfod1,Q3U0K8
Ogfod2,Q9CQ04
Ogfod3,Q9D136
Ogfr,Q99PG2
Ogfrl1,Q8BZJ0
Ogg1,O08760
Ogn,Q543C5
Ogt,Q8CGY8
Oip5,A2AQ14
Oit3,Q8R4V5
Ola1,Q9CZ30
Olah,Q8R197
Olfm1,O88998
Olfm2,Q8BM13
Olfm3,P63056
Olfm4,D3YYD0
Olfm5,Q8BWB8
Olfml1,Q8BSH2
Olfml2a,Q571I7
Olfml2b,Q3V1G4
Olfml3,Q8BK62
Olig1,Q3UN59
Olig2,Q9EQW6
Olig3,Q6PFG8
Olr1,Q9EQ09
Oma1,Q9D8H7
Omd,Q8C7G2
Omg,Q8CAB4
Omp,Q3UZQ4
Onecut1,O08755
Onecut2,Q496P6
Onecut3,Q8K557
Ooep,Q9CWE6
Oosp1,Q925U0
Oosp2,Q4FZG8
Opa1,P58281
Opa3,Q505D7
Opalin,Q7M750
Opcml,Q8BMT5
Ophn1,Q99J31
Oplah,Q8K010
Opn1mw,O35599
Opn1mw,O35599
Opn1mw,O35599
Opn1mw,O35599
Opn1sw,P51491
Opn3,Q9WUK7
Opn4,Q9QXZ9
Opn5,Q6VZZ7
Oprd1,Q8BLP9
Oprk1,Q3UVW8
Oprl1,P35377
Oprm1,P42866
Optc,Q920A0
Optn,Q8K3K8
Or10a2,Q7TRN0
Or10a5,Q9EPG3
Or10a3,Q8VEW1
Or10a3b,Q8VFZ5
Or10a3m,Q8VFZ4
Or10a3n,Q7TRU3
Or10a48,Q8VFZ6
Or10a49,Q7TRU4
Or10a4,Q7TRM9
Or10a2,Q7TRN0
Or10a5,Q9EPG3
Or10a3,Q8VEW1
Or10a3b,Q8VFZ5
Or10a3m,Q8VFZ4
Or10a3n,Q7TRU3
Or10a48,Q8VFZ6
Or10a49,Q7TRU4
Or10ac1,A0A0B4J1M2
Or10ad1,Q3US77
Or10ad1b,A0A2I3BRN0
Or10ad1c,E9Q1P2
Or10ag2,A2AT85
Or10ag54,E9PXB8
Or10ag56,Q7TR51
Or10ag57,Q8VGT9
Or10c1,Q8VFE2
Or10d3,Q8VEY3
Or10d4,Q7TRA9
Or10d4b,Q9EQ85
Or10d4c,Q9EQ84
Or10g1,Q8VF71
Or10g1b,E9PWU0
Or10g3,Q8VF72
Or10g3b,L7N457
Or10g7,Q1WWK9
Or10g9,Q8VH10
Or10g9b,Q8VH08
Or10g6,Q8VEU2
Or10g7,Q1WWK9
Or10g9,Q8VH10
Or10g9b,Q8VH08
Or10g7,Q1WWK9
Or10g9,Q8VH10
Or10g9b,Q8VH08
Or10g7,Q1WWK9
Or10g9,Q8VH10
Or10g9b,Q8VH08
Or10h1,A0PK55
Or10h1b,Q9Z1U4
Or10h5,K7N6V7
Or10h1,A0PK55
Or10h1b,Q9Z1U4
Or10h5,K7N6V7
Or10h28,A0PK62
Or10h28,A0PK62
Or10h1,A0PK55
Or10h1b,Q9Z1U4
Or10h5,K7N6V7
Or10j2,A0A140T8J6
Or10j3,Q8VGE0
Or10j3b,Q8VGE1
Or10j5,Q62007
Or10k2,Q0VB93
Or10p1,Q8VGJ1
Or10q1,Q8VGP8
Or10q12,Q8VEZ4
Or10q1b,Q8VEZ5
Or10b1,A0A2I3BRV4
Or10s1,Q7TRA4
Or10b1,A0A2I3BRV4
Or10v1,Q8VF55
Or10w1,Q7TQQ5
Or10w3,A0A140LHU2
Or10x1,F8VQB1
Or10x4,E9Q1L6
Or10z1,Q8VFY5
Or11a4,Q8VFE3
Or11g1,L7N1X7
Or11g2,Q9WU87
Or11g24,E9Q1P0
Or11g26,A2RTP5
Or11g27,L7N1Y2
Or11g7,E9PV79
Or11h4,E9Q438
Or11h4b,E9PXH6
Or11h6,Q8VEV4
Or11h23,E9Q9Z0
Or11h7,E9Q840
Or11l3,Q5NCD0
Or12d12,Q920Z0
Or12d13,Q920Y8
Or12d14-ps1,A0A2I3BRX0
Or12d15,A0A2I3BRW3
Or12d16-ps1,A0A2I3BQG5
Or12d2,B2RT33
Or12d12,Q920Z0
Or12d13,Q920Y8
Or12d14-ps1,A0A2I3BRX0
Or12d15,A0A2I3BRW3
Or12d16-ps1,A0A2I3BQG5
Or12d2,B2RT33
Or12d17,Q8VG96
Or13a1,Q8VGH2
Or13c9,A0A1L1SQH2
Or13c3,Q8VG87
Or13c9,A0A1L1SQH2
Or13c7,Q9QZ22
Or13c7b,Q8VGA9
Or13c7c,Q9QZ20
Or13c7d,Q9QZ19
Or13c25,Q8VGA0
Or13c9,A0A1L1SQH2
Or13d1,Q8VFN0
Or13f5,Q7TS18
Or13g1,Q7TS01
Or13j1,Q9QZ18
Or14p1,A0A0U1RPZ4
Or14a256,F7CWV4
Or14a257,Q7TS06
Or14a258,Q7TS03
Or14a259,Q7TS02
Or14a260,Q8VFN8
Or14c39,F8VQ84
Or14c40,Q7TS10
Or14c41,Q7TS08
Or14c43,Q7TS05
Or14c44,Q7TS04
Or14c45,Q7TS07
Or14c46,B2RVZ1
Or14j1,Q14AJ9
Or14p1,A0A0U1RPZ4
Or1a1,Q9Z1V6
Or1a1b,Q7TRX1
Or1a1,Q9Z1V6
Or1a1b,Q7TRX1
Or1b1,Q8VGV7
Or1ad6,Q8VGH0
Or1d2,Q7TRW7
Or1d2,Q7TRW7
Or1d2,Q7TRW7
Or1e1,Q8VGI3
Or1e16,Q80WD4
Or1e17,Q7TRX4
Or1e19,Q8VGT2
Or1e1c,Q8VGI2
Or1e1d-ps1,A0A0U1RNF5
Or1e21,Q8VGT3
Or1e22,Q5SSP0
Or1e23,Q8VF79
Or1e25,Q7TRX8
Or1e26,Q8VGT1
Or1e29,Q7TRX7
Or1e30,Q8VEZ7
Or1e31,A0A0U1RNJ4
Or1e32,Q7TRX6
Or1e33,Q8VGR6
Or1e34,Q8VGR5
Or1e35,Q8VGR3
Or1e1,Q8VGI3
Or1e16,Q80WD4
Or1e17,Q7TRX4
Or1e19,Q8VGT2
Or1e1c,Q8VGI2
Or1e1d-ps1,A0A0U1RNF5
Or1e21,Q8VGT3
Or1e22,Q5SSP0
Or1e23,Q8VF79
Or1e25,Q7TRX8
Or1e26,Q8VGT1
Or1e29,Q7TRX7
Or1e30,Q8VEZ7
Or1e31,A0A0U1RNJ4
Or1e32,Q7TRX6
Or1e33,Q8VGR6
Or1e34,Q8VGR5
Or1e35,Q8VGR3
Or1e1,Q8VGI3
Or1e16,Q80WD4
Or1e17,Q7TRX4
Or1e19,Q8VGT2
Or1e1c,Q8VGI2
Or1e1d-ps1,A0A0U1RNF5
Or1e21,Q8VGT3
Or1e22,Q5SSP0
Or1e23,Q8VF79
Or1e25,Q7TRX8
Or1e26,Q8VGT1
Or1e29,Q7TRX7
Or1e30,Q8VEZ7
Or1e31,A0A0U1RNJ4
Or1e32,Q7TRX6
Or1e33,Q8VGR6
Or1e34,Q8VGR5
Or1e35,Q8VGR3
Or1f19,Q8VGB9
Or1f12,Q7TQT9
Or1f19,Q8VGB9
Or1i2,Q7TQU7
Or1j1,Q60879
Or1j19,Q8VGK3
Or1j4,Q8VFP8
Or1l4,Q8VFT2
Or1l4b,A0A140T8Q2
Or1l4,Q8VFT2
Or1l4b,A0A140T8Q2
Or1l8,Q8VFP6
Or1m1,Q8VFM9
Or1n1,Q8VGK1
Or1n1b,Q8VGK0
Or1n2,Q8VGJ8
Or1p1,B1ARL3
Or1p1c,Q7TRX0
Or1q1,Q8VFP4
Or1r1,Q8VFY0
Or1s2,Q7TQQ4
Or1s2,Q7TQQ4
Or2a20,Q8VF17
Or2a51,Q8VFS3
Or2a57,Q9Z1V2
Or2a12,Q8VEV0
Or2a14,K9J725
Or2a54,Q8VFS5
Or2a56,Q8VFS6
Or2a52,Q8VEV1
Or2a25,Q8VGP6
Or2a7,P34984
Or2a20,Q8VF17
Or2a51,Q8VFS3
Or2a57,Q9Z1V2
Or2a5,Q8VES9
Or2a7,P34984
Or2ag1,Q9EPF7
Or2ag12,Q8VF89
Or2ag13,Q8VFM3
Or2ag15,Q8VFM4
Or2ag16,Q7TRN4
Or2ag17,Q7TRN3
Or2ag18,Q8VFM5
Or2ag19,Q9EPF5
Or2ag1b,K7N641
Or2ag2,Q9EPF8
Or2ag20,Q9EPF6
Or2ag2b,Q9D4F9
Or2ag1,Q9EPF7
Or2ag12,Q8VF89
Or2ag13,Q8VFM3
Or2ag15,Q8VFM4
Or2ag16,Q7TRN4
Or2ag17,Q7TRN3
Or2ag18,Q8VFM5
Or2ag19,Q9EPF5
Or2ag1b,K7N641
Or2ag2,Q9EPF8
Or2ag20,Q9EPF6
Or2ag2b,Q9D4F9
Or2aj4,Q7TS53
Or2aj5,Q8VGL6
Or2aj6,Q7TS51
Or2ak4,B9EKE6
Or2ak5,Q5NCD7
Or2ak6,Q8VFD4
Or2ak7,Q7TRZ4
Or6c8,Q8VG33
Or6c8b,Q7TRI6
Or2at4,E9Q518
Or2b11,Q7TS30
Or2b2,Q7TQU5
Or2b2b,K9J6X0
Or2b6,Q60890
Or2c1,P23275
Or2d2,Q8VG49
Or2d2b,E9Q725
Or2d3,K7N662
Or2d36,Q9EPG6
Or2d3b,A0A0R4J8U2
Or2d3c,A0A140T8J9
Or2f1,Q7TRV7
Or2f1b,Q8VGP4
Or2f2,Q7TRV8
Or2y1,Q7TQT1
Or2y10,Q7TQT5
Or2y11,Q7TQT4
Or2y12,Q7TQT3
Or2y13,Q7TQT2
Or2y14,Q8VFA8
Or2y15,Q8VFA9
Or2y16,Q8VFA3
Or2y17,Q8VGW9
Or2y1b,Q60883
Or2y1c,Q7TQT0
Or2y1d,Q8VGX0
Or2y1e,Q8VFA4
Or2y1f,Q8VFA6
Or2y1g,Q8VFA7
Or2y6,Q7TQT7
Or2y8,Q7TQT6
Or2h1,Q7TRL3
Or2h1b,Q6UAH1
Or2h2,Q0VEL5
Or2h2b-ps1,A0A140LHN3
Or2h2c,L7N475
Or2h1,Q7TRL3
Or2h1b,Q6UAH1
Or2h2,Q0VEL5
Or2h2b-ps1,A0A140LHN3
Or2h2c,L7N475
Or2i1,Q6UAH0
Or2j3,Q8VFC2
Or2j3,Q8VFC2
Or2j3,Q8VFC2
Or2k2,Q8VGI0
Or2l13,Q8VGX2
Or2l13b,Q8VF05
Or2l5,Q8VGJ5
Or2l5,Q8VGJ5
Or2l5,Q8VGJ5
Or2l5,Q8VGJ5
Or2m12,Q8VF87
Or2m13,Q8VFA2
Or2m12,Q8VF87
Or2m13,Q8VFA2
Or2m12,Q8VF87
Or2m13,Q8VFA2
Or2m12,Q8VF87
Or2m13,Q8VFA2
Or13c7,Q9QZ22
Or13c7b,Q8VGA9
Or13c7c,Q9QZ20
Or13c7d,Q9QZ19
Or2t1,Q78DX4
Or2t44,Q7TRZ7
Or2t29,M9MMK5
Or2t43,M9MMJ7
Or2t46,Q5NCD2
Or2t47,Q8VFD6
Or2t48,Q8VGD9
Or2t49,Q5NC44
Or2t44,Q7TRZ7
Or2t35,A0A0U1RQ01
Or2t29,M9MMK5
Or2t43,M9MMJ7
Or2t46,Q5NCD2
Or2t47,Q8VFD6
Or2t48,Q8VGD9
Or2t49,Q5NC44
Or2t29,M9MMK5
Or2t43,M9MMJ7
Or2t46,Q5NCD2
Or2t47,Q8VFD6
Or2t48,Q8VGD9
Or2t49,Q5NC44
Or2t6,Q8VF37
Or2t44,Q7TRZ7
Or2v1,Q8VGD6
Or2v2,Q7TQS8
Or2w1,Q9Z1V7
Or2w1b,A0A140T8K7
Or2w3,Q5NCC8
Or2w3b,Q7TRZ5
Or2w6,Q8VFH0
Or2y1,Q7TQT1
Or2y10,Q7TQT5
Or2y11,Q7TQT4
Or2y12,Q7TQT3
Or2y13,Q7TQT2
Or2y14,Q8VFA8
Or2y15,Q8VFA9
Or2y16,Q8VFA3
Or2y17,Q8VGW9
Or2y1b,Q60883
Or2y1c,Q7TQT0
Or2y1d,Q8VGX0
Or2y1e,Q8VFA4
Or2y1f,Q8VFA6
Or2y1g,Q8VFA7
Or2y6,Q7TQT7
Or2y8,Q7TQT6
Or2z8,Q7TRY2
Or2z9,Q3B849
Or3a1,Q8VFX7
Or3a1b,Q8VFX6
Or3a1c,Q8VFX8
Or3a1d,Q8VFX9
Or3a1,Q8VFX7
Or3a1b,Q8VFX6
Or3a1c,Q8VFX8
Or3a1d,Q8VFX9
Or3a1,Q8VFX7
Or3a1b,Q8VFX6
Or3a1c,Q8VFX8
Or3a1d,Q8VFX9
Or3a4,Q7TRX3
Or4a15,Q8VGN1
Or4a39,Q8VG59
Or4a68,Q8VG73
Or4a69,Q8VF91
Or4a70,Q8VGM6
Or4a71,Q8VGM7
Or4a72,Q8VG57
Or4a73,Q8VG61
Or4a74,Q8VGM4
Or4a75,B2RWV1
Or4a76,L7MU51
Or4a77,Q8VGM3
Or4a78,Q7TQZ3
Or4a79,Q7TQZ2
Or4a80,A2AUA2
Or4a81,Q8VFB1
Or4a47,Q8VGP1
Or4a47,Q8VGP1
Or4a39,Q8VG59
Or4a68,Q8VG73
Or4a69,Q8VF91
Or4a70,Q8VGM6
Or4a71,Q8VGM7
Or4a72,Q8VG57
Or4a73,Q8VG61
Or4a74,Q8VGM4
Or4a75,B2RWV1
Or4a76,L7MU51
Or4a77,Q8VGM3
Or4a78,Q7TQZ3
Or4a79,Q7TQZ2
Or4a80,A2AUA2
Or4a81,Q8VFB1
Or4a39,Q8VG59
Or4a68,Q8VG73
Or4a69,Q8VF91
Or4a70,Q8VGM6
Or4a71,Q8VGM7
Or4a72,Q8VG57
Or4a73,Q8VG61
Or4a74,Q8VGM4
Or4a75,B2RWV1
Or4a76,L7MU51
Or4a77,Q8VGM3
Or4a78,Q7TQZ3
Or4a79,Q7TQZ2
Or4a80,A2AUA2
Or4a81,Q8VFB1
Or4b1,Q8VGP3
Or4b12,Q8VG62
Or4b13,Q60881
Or4b1b,Q8VGN8
Or4b1d,Q7TQZ0
Or4c11,A2ATJ9
Or4c11b,Q8VGF5
Or4c11c,A2ATJ7
Or4c12,Q8VEZ1
Or4c12b,Q7TQZ1
Or4c10,Q8VGN6
Or4c10b,Q8VGP0
Or4c107,Q7TR08
Or4c108,A2ATG2
Or4c109,A2ATG3
Or4c110,A3KGY3
Or4c111,Q7TR05
Or4c112,Q8VGG1
Or4c113,L7MU54
Or4c114,Q7TR04
Or4c115,Q8VGG0
Or4c116,L7MU53
Or4c117,Q7TR02
Or4c118,A0A1L1SU13
Or4c119,A3KGY4
Or4c120,Q7TR01
Or4c121,Q8VGM5
Or4c122,Q8VGM9
Or4c124,Q8VEX7
Or4c15,Q7TR09
Or4c15b,Q7TQZ9
Or4c103,Q8VG21
Or4c104,Q8VF94
Or4c29,Q3SXJ3
Or4c3,Q9R0K2
Or4c3d,Q60878
Or4c126,Q8VFB0
Or4c127,Q8VGN2
Or4c52,Q8VG63
Or4c10,Q8VGN6
Or4c10b,Q8VGP0
Or4c35,Q8VGN9
Or4c102,A2AV11
Or4c123,Q8VG58
Or4d1,Q8VF57
Or4d10,Q7TQS1
Or4d10b,Q8VFV1
Or4d10c,Q8VG74
Or4d11,Q8VFV0
Or4d2,Q8VF58
Or4d2b,Q8VF56
Or4d5,Q8VFN1
Or4d6,Q0VDY1
Or4d10,Q7TQS1
Or4d10b,Q8VFV1
Or4d10c,Q8VG74
Or4e1,Q9R0K4
Or4e5,Q0VEP0
Or4e2,Q7TQQ0
Or4f15,Q8VF83
Or4f7,A2AVW1
Or4f17-ps1,F6T8U6
Or4f4b,Q8VF49
Or4f4-ps1,A0A286YE47
Or4f7,A2AVW1
Or4f7,A2AVW1
Or4f7,A2AVW1
Or4f17-ps1,F6T8U6
Or4f4b,Q8VF49
Or4f4-ps1,A0A286YE47
Or4f17-ps1,F6T8U6
Or4f4b,Q8VF49
Or4f4-ps1,A0A286YE47
Or4f6,Q8VF85
Or4k1,Q7TRM6
Or4k15,A2RTN7
Or4k15b,Q05A45
Or4k15c,E9Q8X3
Or4k2,E9Q8M3
Or4k5,Q8VET4
Or4l1,E9PZU2
Or4l15,Q8VFC6
Or4m1,Q8VFT4
Or4m1,Q8VFT4
Or4m1,Q8VFT4
Or4n4,Q8VFT5
Or4n4b,Q8VFT3
Or4n4,Q8VFT5
Or4n4b,Q8VFT3
Or4n5,Q8VFC8
Or4p4,A0A1L1SRD7
Or4q3,Q7TRM4
Or4s2,A0A1L1STD5
Or4s2b,A2AV13
Or4x11,Q8VEZ3
Or4x13,A0A1L1SQ02
Or4x15,A2ATW2
Or4x18,A2ATW2
Or4x6,Q8VEZ2
Or51a7,Q3KP09
Or51b17,F8VPZ8
Or51b4,F8VQ01
Or51b6,Q9WVN6
Or51b6b,Q8VH22
Or51f23,E9PWA8
Or51f23b,A0A338P761
Or51d1,E9Q550
Or51e1,Q8VGZ7
Or51e2,Q8VBV9
Or51f1,Q7TRS5
Or51f1d,Q8VG25
Or51f1e,E9PXW4
Or51f2,E9Q554
Or51g1,Q8VH17
Or51g2,Q8VH11
Or51h1,Q8VH05
Or51h7,A0A1B0GRU2
Or51i1,Q3KPC3
Or51i2,Q8VGX6
Or51k1,Q8VGY8
Or51k2,Q8VF02
Or51k7,A0A1B0GRN7
Or51m1,F8VPJ9
Or51q1,Q7TRQ3
Or51q1c,Q8VH20
Or51s1,Q3MI56
Or51t4,F8VQ18
Or51v14,Q8VG77
Or51v8,F8VQI7
Or52a5,E9PYY2
Or52a5b,E9Q7C5
Or52a5,E9PYY2
Or52a5b,E9Q7C5
Or52b2,Q8VGW5
Or52b4,E9PXN3
Or52b4i,A0A1B0GSG0
Or52z13,K7N6B3
Or52d1,Q8VGW2
Or52e2,Q8VGV8
Or52e3,Q7TRR4
Or52e4,Q8VF06
Or52e5,Q8VG26
Or52e8,Q7TRP2
Or52e8b,Q7TRP1
Or52e8,Q7TRP2
Or52e8b,Q7TRP1
Or52h1,Q8VG19
Or52i2,E9Q549
Or52i2,E9Q549
Or52j3,E9PYB3
Or52k2,E9Q545
Or52k2,E9Q545
Or52l1,Q7TRN7
Or52l1,Q7TRN7
Or52m1,E9Q546
Or52n1,Q7TRP5
Or52n5,Q8VGU9
Or52n2,Q8VH00
Or52n2b,Q7TRP4
Or52n2c,Q8VGW3
Or52n4,Q8VGV5
Or52n4b,Q7TRU8
Or52n1,Q7TRP5
Or52n5,Q8VGU9
Or52p1,Q7TRP8
Or52r1,Q8VGZ2
Or52r1b,Q8VGV9
Or52r1c,Q8VGW0
Or52w1,Q8VF03
Or52z1,F8VPJ8
Or56a3,Q8VGV0
Or56a3b,Q3SXH8
Or56a4,Q7TRN8
Or56a5,Q9WU95
Or56a4,Q7TRN8
Or56a5,Q9WU95
Or56b1,Q7TRP7
Or56b1b,Q7TRU7
Or56b2,Q9WU96
Or56b2j,Q7TRP6
Or56b34,Q6W049
Or56b35,Q8VG18
Or56b2,Q9WU96
Or56b2j,Q7TRP6
Or56b34,Q6W049
Or56b35,Q8VG18
Or5a1,Q8VFV2
Or5a21,A0A140LHS9
Or5ac16,Q7TS40
Or5ac17,Q7TS39
Or5ac19,Q7TS38
Or5ac20,Q8VGQ3
Or5ac16,Q7TS40
Or5ac17,Q7TS39
Or5ac19,Q7TS38
Or5ac20,Q8VGQ3
Or5ak23,Q8VF75
Or5ak24,Q8VF73
Or5ak25,Q8VF74
Or5ak23,Q8VF75
Or5ak24,Q8VF73
Or5ak25,Q8VF74
Or5al1,Q7TR81
Or5al5,A2ARY0
Or5al6,A2ARY1
Or5an1,Q7TQR9
Or5an10,A0PK57
Or5an11,E9Q9Z6
Or5an1b,Q7TQR7
Or5an1c,Q8VFV8
Or5an9,Q8VF59
Or5ap2,Q0VEQ7
Or5ar1,Q149M3
Or5as1,Q8VFM0
Or5au1,B2RVX8
Or5b12,Q8VFX1
Or5b12b,Q8VFW9
Or5b101,Q8VFX0
Or5b102,Q8VFW2
Or5b104,Q8VFK3
Or5b105,E9Q6S2
Or5b106,Q8VFV9
Or5b107,Q8VEV7
Or5b108,Q8VFW3
Or5b109,Q7TQR3
Or5b111,Q7TQR2
Or5b112,Q8VFW4
Or5b113,Q8VFW1
Or5b3,Q8VFW5
Or5b95,Q8VFW8
Or5b96,Q8VFX4
Or5b97,Q8VFX3
Or5b99,Q8VFX5
Or5b21,Q0VEZ4
Or5b101,Q8VFX0
Or5b102,Q8VFW2
Or5b104,Q8VFK3
Or5b105,E9Q6S2
Or5b106,Q8VFV9
Or5b107,Q8VEV7
Or5b108,Q8VFW3
Or5b109,Q7TQR3
Or5b111,Q7TQR2
Or5b112,Q8VFW4
Or5b113,Q8VFW1
Or5b3,Q8VFW5
Or5b95,Q8VFW8
Or5b96,Q8VFX4
Or5b97,Q8VFX3
Or5c1,Q8VF22
Or5d14,Q7TR28
Or5d36,Q8VFR4
Or5d16,Q8VFR3
Or5d18,Q920P2
Or5d35,Q8VGA7
Or5d47,Q920P1
Or5d16,Q8VFR3
Or5d18,Q920P2
Or5d35,Q8VGA7
Or5d47,Q920P1
Or5d3,A0A2I3BR26
Or5d44,A0A2I3BPQ2
Or5d45,A0A2I3BRN4
Or5g23,Q7TR99
Or5g27,Q8VF77
Or5g29,Q8VF76
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5h17,E9QKE8
Or5h18,B9EK84
Or5h19,E9QNM5
Or5h22,Q3SXX4
Or5h23,L7N1Z8
Or5h25,Q7TS43
Or5h26,E9PYP4
Or5i1,Q7TR38
Or5j3,Q8VGR8
Or5k1,E9QAT7
Or5k14,E9Q7W1
Or5k1b,Q8VGQ9
Or5k3,Q8VGQ6
Or5k8,A0A140T8K4
Or5k1,E9QAT7
Or5k14,E9Q7W1
Or5k1b,Q8VGQ9
Or5k3,Q8VGQ6
Or5k8,A0A140T8K4
Or5k1,E9QAT7
Or5k14,E9Q7W1
Or5k1b,Q8VGQ9
Or5k3,Q8VGQ6
Or5k8,A0A140T8K4
Or5k15,E9Q9T3
Or5k16,F8VQ90
Or5k17,Q8VGQ7
Or5l13,Q8VG81
Or5l14,A2AVC4
Or5l13,Q8VG81
Or5l14,A2AVC4
Or5m10,A2ASU6
Or5m10b,L7MTT3
Or5m10,A2ASU6
Or5m10b,L7MTT3
Or5m11,Q7TR89
Or5m11b,B9EKD8
Or5m3,A2ATE5
Or5m3b,Q8VFK5
Or5m8,Q7TR87
Or5m9,Q7TR86
Or5m9b,Q7TR85
Or5p50,Q8VF66
Or5p51,Q8VF65
Or5p58,Q8VG03
Or5p59,Q14AB1
Or5p6,Q8VG04
Or5p60,B2RQ97
Or5p61,A0A140LJF5
Or5p63,Q7TRU9
